:START_ID(Review),:END_ID(Product),:TYPE
4689,69,ABOUT
4890,90,ABOUT
997,99,ABOUT
3597,42,ABOUT
4072,92,ABOUT
3205,97,ABOUT
1558,29,ABOUT
2022,52,ABOUT
932,25,ABOUT
76,89,ABOUT
2999,63,ABOUT
3149,58,ABOUT
3826,77,ABOUT
4352,36,ABOUT
4653,86,ABOUT
4953,72,ABOUT
1755,32,ABOUT
2123,45,ABOUT
1876,72,ABOUT
2290,4,ABOUT
2483,48,ABOUT
2611,97,ABOUT
3201,48,ABOUT
3976,16,ABOUT
472,3,ABOUT
4930,90,ABOUT
4600,24,ABOUT
3340,6,ABOUT
4058,93,ABOUT
4419,97,ABOUT
1989,7,ABOUT
2301,40,ABOUT
773,43,ABOUT
1108,66,ABOUT
4012,57,ABOUT
4631,19,ABOUT
1888,82,ABOUT
1930,33,ABOUT
2624,4,ABOUT
2686,34,ABOUT
2015,90,ABOUT
2441,80,ABOUT
3087,10,ABOUT
3864,88,ABOUT
83,60,ABOUT
165,64,ABOUT
737,4,ABOUT
4741,65,ABOUT
4774,100,ABOUT
3038,19,ABOUT
3513,9,ABOUT
4068,33,ABOUT
3121,54,ABOUT
3346,40,ABOUT
4404,81,ABOUT
1553,70,ABOUT
1836,23,ABOUT
1872,31,ABOUT
2375,24,ABOUT
2667,73,ABOUT
2683,3,ABOUT
2883,30,ABOUT
28,20,ABOUT
107,8,ABOUT
350,7,ABOUT
112,77,ABOUT
1422,7,ABOUT
3293,61,ABOUT
3861,63,ABOUT
4077,6,ABOUT
4835,67,ABOUT
2793,59,ABOUT
2849,81,ABOUT
3180,81,ABOUT
3410,62,ABOUT
3501,6,ABOUT
3794,10,ABOUT
1322,73,ABOUT
4752,45,ABOUT
4164,92,ABOUT
1579,3,ABOUT
2535,61,ABOUT
2717,85,ABOUT
1241,53,ABOUT
1446,50,ABOUT
423,90,ABOUT
637,86,ABOUT
668,77,ABOUT
985,90,ABOUT
1128,88,ABOUT
3308,9,ABOUT
3485,90,ABOUT
4845,48,ABOUT
1660,85,ABOUT
2339,75,ABOUT
2734,25,ABOUT
3090,51,ABOUT
3617,57,ABOUT
1131,56,ABOUT
1431,4,ABOUT
177,57,ABOUT
216,27,ABOUT
457,39,ABOUT
545,23,ABOUT
735,48,ABOUT
753,88,ABOUT
1016,44,ABOUT
3118,56,ABOUT
3689,33,ABOUT
2583,34,ABOUT
2018,6,ABOUT
3602,22,ABOUT
4353,91,ABOUT
549,33,ABOUT
793,84,ABOUT
1113,26,ABOUT
1129,46,ABOUT
4646,10,ABOUT
3621,8,ABOUT
2428,12,ABOUT
635,62,ABOUT
1045,6,ABOUT
1486,58,ABOUT
3461,16,ABOUT
3469,69,ABOUT
4084,98,ABOUT
4315,25,ABOUT
1815,83,ABOUT
2462,69,ABOUT
2783,24,ABOUT
1740,45,ABOUT
2048,89,ABOUT
2329,49,ABOUT
2571,24,ABOUT
888,19,ABOUT
990,39,ABOUT
3007,31,ABOUT
3681,86,ABOUT
1889,54,ABOUT
2769,38,ABOUT
4468,91,ABOUT
4717,96,ABOUT
654,66,ABOUT
2147,27,ABOUT
2480,32,ABOUT
3413,73,ABOUT
4162,54,ABOUT
4883,24,ABOUT
4759,89,ABOUT
718,91,ABOUT
464,30,ABOUT
687,57,ABOUT
1705,86,ABOUT
2646,66,ABOUT
2716,4,ABOUT
3224,63,ABOUT
3540,6,ABOUT
3671,33,ABOUT
4098,12,ABOUT
3442,50,ABOUT
3960,39,ABOUT
1481,21,ABOUT
4800,77,ABOUT
953,68,ABOUT
1500,19,ABOUT
3272,34,ABOUT
3995,15,ABOUT
3532,57,ABOUT
3633,79,ABOUT
3898,27,ABOUT
4285,92,ABOUT
227,55,ABOUT
402,78,ABOUT
920,37,ABOUT
1190,68,ABOUT
1334,35,ABOUT
1356,67,ABOUT
2839,20,ABOUT
1661,74,ABOUT
2253,77,ABOUT
3447,57,ABOUT
3492,48,ABOUT
1390,92,ABOUT
863,32,ABOUT
2402,53,ABOUT
2411,47,ABOUT
2900,100,ABOUT
4760,94,ABOUT
3074,17,ABOUT
3654,96,ABOUT
3941,45,ABOUT
4117,40,ABOUT
3048,7,ABOUT
3249,45,ABOUT
3414,96,ABOUT
3488,74,ABOUT
3605,60,ABOUT
3719,66,ABOUT
3781,9,ABOUT
4003,67,ABOUT
4113,47,ABOUT
4284,63,ABOUT
1833,24,ABOUT
2454,56,ABOUT
2498,5,ABOUT
2878,27,ABOUT
390,82,ABOUT
853,65,ABOUT
3054,9,ABOUT
3636,75,ABOUT
4080,17,ABOUT
4309,82,ABOUT
2263,87,ABOUT
2640,77,ABOUT
2661,78,ABOUT
2963,20,ABOUT
3056,17,ABOUT
3674,63,ABOUT
3837,74,ABOUT
4240,69,ABOUT
269,70,ABOUT
451,49,ABOUT
1242,100,ABOUT
1472,79,ABOUT
4665,35,ABOUT
4686,3,ABOUT
3365,7,ABOUT
4095,93,ABOUT
4165,68,ABOUT
2606,60,ABOUT
2873,3,ABOUT
3034,15,ABOUT
4242,63,ABOUT
4444,11,ABOUT
4478,46,ABOUT
4617,47,ABOUT
964,51,ABOUT
1040,42,ABOUT
434,87,ABOUT
805,49,ABOUT
3176,21,ABOUT
3760,70,ABOUT
2330,31,ABOUT
4477,67,ABOUT
4941,51,ABOUT
4945,48,ABOUT
3400,72,ABOUT
3423,41,ABOUT
377,80,ABOUT
701,24,ABOUT
185,35,ABOUT
429,5,ABOUT
486,92,ABOUT
4872,74,ABOUT
4936,54,ABOUT
1939,18,ABOUT
2192,56,ABOUT
2273,66,ABOUT
2614,53,ABOUT
1154,89,ABOUT
4036,75,ABOUT
3076,48,ABOUT
4104,87,ABOUT
4114,83,ABOUT
4414,67,ABOUT
325,30,ABOUT
482,99,ABOUT
1235,93,ABOUT
1498,70,ABOUT
2816,6,ABOUT
4574,96,ABOUT
4734,44,ABOUT
4739,12,ABOUT
4754,40,ABOUT
3281,97,ABOUT
3964,44,ABOUT
1620,94,ABOUT
1793,4,ABOUT
2205,73,ABOUT
2229,77,ABOUT
2838,37,ABOUT
4990,39,ABOUT
5,64,ABOUT
4011,55,ABOUT
4251,79,ABOUT
4277,56,ABOUT
3851,69,ABOUT
3889,29,ABOUT
4742,55,ABOUT
4758,44,ABOUT
162,84,ABOUT
259,59,ABOUT
632,32,ABOUT
231,40,ABOUT
449,74,ABOUT
3138,80,ABOUT
3644,70,ABOUT
4810,76,ABOUT
4861,26,ABOUT
4714,74,ABOUT
4949,9,ABOUT
369,30,ABOUT
2581,54,ABOUT
3641,83,ABOUT
3720,20,ABOUT
4126,58,ABOUT
4428,96,ABOUT
3971,36,ABOUT
477,38,ABOUT
652,80,ABOUT
589,82,ABOUT
1068,25,ABOUT
1413,94,ABOUT
1485,52,ABOUT
3158,37,ABOUT
4227,44,ABOUT
1650,27,ABOUT
2631,6,ABOUT
1874,98,ABOUT
4746,37,ABOUT
4999,38,ABOUT
4626,86,ABOUT
2248,76,ABOUT
2553,10,ABOUT
2813,83,ABOUT
903,64,ABOUT
1410,77,ABOUT
3810,84,ABOUT
3799,66,ABOUT
4255,13,ABOUT
4401,35,ABOUT
1942,1,ABOUT
2037,22,ABOUT
2843,27,ABOUT
1115,43,ABOUT
18,42,ABOUT
884,88,ABOUT
1207,15,ABOUT
3238,16,ABOUT
4984,16,ABOUT
1665,31,ABOUT
2740,22,ABOUT
4334,40,ABOUT
445,1,ABOUT
4871,11,ABOUT
4529,6,ABOUT
4814,8,ABOUT
3089,82,ABOUT
1523,62,ABOUT
2213,40,ABOUT
1037,73,ABOUT
1467,51,ABOUT
619,52,ABOUT
757,37,ABOUT
829,87,ABOUT
3712,31,ABOUT
1907,75,ABOUT
2569,60,ABOUT
2610,93,ABOUT
1914,38,ABOUT
1946,8,ABOUT
2742,49,ABOUT
522,36,ABOUT
819,44,ABOUT
3441,90,ABOUT
4226,31,ABOUT
4262,97,ABOUT
1644,51,ABOUT
544,34,ABOUT
800,67,ABOUT
1071,91,ABOUT
271,16,ABOUT
1213,59,ABOUT
3167,92,ABOUT
3354,39,ABOUT
3753,37,ABOUT
4562,80,ABOUT
2245,12,ABOUT
2429,62,ABOUT
2609,33,ABOUT
2650,2,ABOUT
2228,36,ABOUT
2259,97,ABOUT
2944,43,ABOUT
3047,49,ABOUT
3778,63,ABOUT
1258,24,ABOUT
1259,12,ABOUT
290,85,ABOUT
343,63,ABOUT
422,28,ABOUT
1195,86,ABOUT
3321,61,ABOUT
3577,48,ABOUT
2286,4,ABOUT
2679,14,ABOUT
4772,7,ABOUT
4947,4,ABOUT
3629,79,ABOUT
3800,22,ABOUT
3906,44,ABOUT
3912,93,ABOUT
171,66,ABOUT
396,78,ABOUT
31,3,ABOUT
245,28,ABOUT
588,75,ABOUT
1054,13,ABOUT
1441,92,ABOUT
3558,53,ABOUT
3684,10,ABOUT
4207,14,ABOUT
4885,6,ABOUT
2541,40,ABOUT
3297,27,ABOUT
336,66,ABOUT
1341,6,ABOUT
4856,26,ABOUT
1626,65,ABOUT
2304,52,ABOUT
68,71,ABOUT
546,26,ABOUT
152,45,ABOUT
980,43,ABOUT
1099,72,ABOUT
1141,21,ABOUT
155,55,ABOUT
192,33,ABOUT
4780,77,ABOUT
3132,31,ABOUT
3220,73,ABOUT
3304,17,ABOUT
4430,13,ABOUT
4744,58,ABOUT
1033,4,ABOUT
1752,6,ABOUT
2680,42,ABOUT
2812,25,ABOUT
2918,65,ABOUT
3264,26,ABOUT
3274,12,ABOUT
3395,98,ABOUT
849,7,ABOUT
905,33,ABOUT
1346,94,ABOUT
1514,89,ABOUT
308,45,ABOUT
1595,8,ABOUT
1856,2,ABOUT
4837,12,ABOUT
2207,77,ABOUT
142,47,ABOUT
1389,42,ABOUT
4305,56,ABOUT
4378,49,ABOUT
2266,32,ABOUT
2819,22,ABOUT
115,75,ABOUT
1055,14,ABOUT
1433,56,ABOUT
113,82,ABOUT
661,15,ABOUT
1489,16,ABOUT
1506,95,ABOUT
3008,5,ABOUT
3867,68,ABOUT
4298,36,ABOUT
4697,95,ABOUT
2296,91,ABOUT
2328,69,ABOUT
2434,9,ABOUT
2641,20,ABOUT
2190,19,ABOUT
2907,33,ABOUT
3216,79,ABOUT
3579,22,ABOUT
4232,66,ABOUT
4421,63,ABOUT
223,36,ABOUT
297,85,ABOUT
1132,82,ABOUT
4511,48,ABOUT
4544,84,ABOUT
2726,2,ABOUT
128,36,ABOUT
330,23,ABOUT
711,47,ABOUT
1018,92,ABOUT
16,88,ABOUT
1445,42,ABOUT
4586,80,ABOUT
3394,22,ABOUT
4278,95,ABOUT
2042,54,ABOUT
1997,10,ABOUT
2080,48,ABOUT
4614,71,ABOUT
4828,61,ABOUT
799,50,ABOUT
1023,6,ABOUT
4160,9,ABOUT
4299,6,ABOUT
3209,23,ABOUT
4028,86,ABOUT
1616,21,ABOUT
2790,54,ABOUT
1182,50,ABOUT
1402,58,ABOUT
4318,16,ABOUT
1723,52,ABOUT
2858,71,ABOUT
1588,95,ABOUT
1608,29,ABOUT
2398,64,ABOUT
2474,33,ABOUT
845,72,ABOUT
1070,19,ABOUT
1223,37,ABOUT
4667,33,ABOUT
3962,88,ABOUT
4185,72,ABOUT
4344,45,ABOUT
3073,76,ABOUT
3135,21,ABOUT
4173,72,ABOUT
4286,26,ABOUT
1008,57,ABOUT
1890,84,ABOUT
2647,48,ABOUT
2702,74,ABOUT
4978,45,ABOUT
594,34,ABOUT
816,70,ABOUT
3218,38,ABOUT
3251,35,ABOUT
3342,78,ABOUT
2198,15,ABOUT
2748,89,ABOUT
2863,92,ABOUT
2857,52,ABOUT
424,47,ABOUT
444,60,ABOUT
969,50,ABOUT
1078,17,ABOUT
70,26,ABOUT
357,79,ABOUT
1892,98,ABOUT
2825,29,ABOUT
2927,46,ABOUT
3010,15,ABOUT
3145,95,ABOUT
733,93,ABOUT
1716,3,ABOUT
2062,74,ABOUT
1604,65,ABOUT
4769,11,ABOUT
4921,67,ABOUT
541,89,ABOUT
869,22,ABOUT
1312,69,ABOUT
1679,80,ABOUT
1858,75,ABOUT
2161,30,ABOUT
2226,20,ABOUT
2313,1,ABOUT
3450,87,ABOUT
4619,27,ABOUT
4775,48,ABOUT
1857,68,ABOUT
1967,10,ABOUT
1977,45,ABOUT
2027,20,ABOUT
2097,66,ABOUT
2308,34,ABOUT
2413,59,ABOUT
2473,68,ABOUT
2718,94,ABOUT
517,65,ABOUT
706,37,ABOUT
2975,8,ABOUT
3358,91,ABOUT
1719,60,ABOUT
1789,48,ABOUT
1,16,ABOUT
664,44,ABOUT
913,94,ABOUT
1464,31,ABOUT
69,42,ABOUT
462,29,ABOUT
628,77,ABOUT
1324,27,ABOUT
3785,21,ABOUT
4183,62,ABOUT
1880,21,ABOUT
2468,19,ABOUT
2279,89,ABOUT
2372,34,ABOUT
2591,16,ABOUT
488,97,ABOUT
815,32,ABOUT
1473,19,ABOUT
3620,87,ABOUT
458,40,ABOUT
303,91,ABOUT
456,42,ABOUT
870,63,ABOUT
1201,4,ABOUT
1245,66,ABOUT
1257,61,ABOUT
1760,87,ABOUT
1877,19,ABOUT
2595,88,ABOUT
2917,66,ABOUT
4505,30,ABOUT
3825,70,ABOUT
4031,84,ABOUT
3057,16,ABOUT
1652,28,ABOUT
2077,64,ABOUT
4860,62,ABOUT
4675,25,ABOUT
4805,44,ABOUT
535,9,ABOUT
1047,34,ABOUT
2433,11,ABOUT
1685,8,ABOUT
2896,4,ABOUT
4575,26,ABOUT
1155,59,ABOUT
601,31,ABOUT
851,6,ABOUT
1750,43,ABOUT
1843,24,ABOUT
2782,2,ABOUT
3282,49,ABOUT
3368,81,ABOUT
3808,50,ABOUT
4598,33,ABOUT
4827,45,ABOUT
4863,39,ABOUT
2652,28,ABOUT
440,17,ABOUT
543,47,ABOUT
1103,94,ABOUT
1250,88,ABOUT
3957,17,ABOUT
4212,47,ABOUT
3226,1,ABOUT
4057,95,ABOUT
3235,84,ABOUT
1573,40,ABOUT
4715,13,ABOUT
4967,29,ABOUT
907,1,ABOUT
974,79,ABOUT
977,69,ABOUT
1125,30,ABOUT
1386,69,ABOUT
1635,21,ABOUT
1845,85,ABOUT
2256,2,ABOUT
2526,5,ABOUT
3055,63,ABOUT
3219,76,ABOUT
3283,51,ABOUT
1862,51,ABOUT
1912,12,ABOUT
2002,12,ABOUT
2722,33,ABOUT
2781,45,ABOUT
633,66,ABOUT
971,100,ABOUT
1330,9,ABOUT
3792,29,ABOUT
4355,14,ABOUT
4379,12,ABOUT
4818,5,ABOUT
4855,69,ABOUT
4903,92,ABOUT
2643,46,ABOUT
3986,92,ABOUT
991,33,ABOUT
1136,94,ABOUT
1206,70,ABOUT
2593,93,ABOUT
1639,59,ABOUT
2688,46,ABOUT
3289,20,ABOUT
3551,86,ABOUT
3584,2,ABOUT
3887,42,ABOUT
4091,64,ABOUT
4815,99,ABOUT
184,62,ABOUT
833,55,ABOUT
1384,30,ABOUT
20,52,ABOUT
206,91,ABOUT
4034,62,ABOUT
1981,75,ABOUT
2234,36,ABOUT
4709,59,ABOUT
4728,36,ABOUT
3174,64,ABOUT
3285,66,ABOUT
4176,86,ABOUT
64,8,ABOUT
428,63,ABOUT
1080,68,ABOUT
2596,29,ABOUT
2710,91,ABOUT
2961,55,ABOUT
3144,17,ABOUT
3398,28,ABOUT
4605,39,ABOUT
420,20,ABOUT
765,62,ABOUT
3040,4,ABOUT
1655,97,ABOUT
2714,76,ABOUT
4566,35,ABOUT
4647,92,ABOUT
4500,71,ABOUT
4656,63,ABOUT
4884,94,ABOUT
4946,78,ABOUT
4991,60,ABOUT
4021,59,ABOUT
804,15,ABOUT
856,10,ABOUT
1411,64,ABOUT
1638,91,ABOUT
1641,52,ABOUT
2869,19,ABOUT
2888,44,ABOUT
2101,77,ABOUT
2211,79,ABOUT
4546,15,ABOUT
860,70,ABOUT
921,68,ABOUT
1210,25,ABOUT
527,97,ABOUT
890,2,ABOUT
973,10,ABOUT
2720,48,ABOUT
2801,98,ABOUT
2817,62,ABOUT
2846,20,ABOUT
3740,5,ABOUT
3776,54,ABOUT
4022,56,ABOUT
2076,31,ABOUT
214,18,ABOUT
295,13,ABOUT
1187,26,ABOUT
4469,44,ABOUT
4836,47,ABOUT
1831,77,ABOUT
2815,66,ABOUT
1361,18,ABOUT
1369,27,ABOUT
249,97,ABOUT
823,98,ABOUT
891,55,ABOUT
3966,95,ABOUT
1792,75,ABOUT
1852,15,ABOUT
110,26,ABOUT
3152,60,ABOUT
4166,47,ABOUT
4370,32,ABOUT
3677,30,ABOUT
4243,49,ABOUT
2291,16,ABOUT
1226,82,ABOUT
502,90,ABOUT
507,39,ABOUT
707,41,ABOUT
1440,58,ABOUT
4476,35,ABOUT
1694,7,ABOUT
1950,28,ABOUT
2212,70,ABOUT
2335,26,ABOUT
2700,52,ABOUT
556,28,ABOUT
1101,30,ABOUT
3835,34,ABOUT
3269,76,ABOUT
3319,76,ABOUT
3571,77,ABOUT
4132,20,ABOUT
4405,48,ABOUT
49,96,ABOUT
236,77,ABOUT
1189,100,ABOUT
1609,71,ABOUT
2654,79,ABOUT
4722,73,ABOUT
4518,56,ABOUT
272,84,ABOUT
1041,4,ABOUT
3096,21,ABOUT
2370,34,ABOUT
2416,4,ABOUT
1576,53,ABOUT
2477,9,ABOUT
124,48,ABOUT
441,98,ABOUT
519,82,ABOUT
4866,68,ABOUT
931,75,ABOUT
982,51,ABOUT
2063,2,ABOUT
2685,83,ABOUT
2696,20,ABOUT
2798,57,ABOUT
4289,33,ABOUT
3027,65,ABOUT
4171,13,ABOUT
260,18,ABOUT
468,93,ABOUT
649,7,ABOUT
854,98,ABOUT
1203,70,ABOUT
1216,81,ABOUT
1437,85,ABOUT
4569,33,ABOUT
1525,38,ABOUT
2044,67,ABOUT
2199,84,ABOUT
2835,93,ABOUT
1945,66,ABOUT
2529,8,ABOUT
2872,84,ABOUT
10,6,ABOUT
342,41,ABOUT
418,92,ABOUT
1799,17,ABOUT
3072,35,ABOUT
4267,32,ABOUT
3619,4,ABOUT
4194,81,ABOUT
4295,78,ABOUT
2318,74,ABOUT
2530,83,ABOUT
2642,21,ABOUT
351,31,ABOUT
1496,87,ABOUT
4737,58,ABOUT
2167,21,ABOUT
2367,15,ABOUT
3225,78,ABOUT
3425,81,ABOUT
3841,81,ABOUT
3903,27,ABOUT
4161,9,ABOUT
9,59,ABOUT
78,84,ABOUT
873,43,ABOUT
1050,83,ABOUT
1451,44,ABOUT
2430,45,ABOUT
3181,80,ABOUT
3221,14,ABOUT
3380,54,ABOUT
4170,77,ABOUT
4261,89,ABOUT
604,86,ABOUT
679,78,ABOUT
1036,50,ABOUT
1715,68,ABOUT
1787,18,ABOUT
2424,30,ABOUT
2534,52,ABOUT
1887,50,ABOUT
2964,20,ABOUT
3230,2,ABOUT
3847,72,ABOUT
3899,63,ABOUT
3908,15,ABOUT
4579,59,ABOUT
180,84,ABOUT
310,10,ABOUT
608,68,ABOUT
3893,20,ABOUT
4324,91,ABOUT
4331,31,ABOUT
1597,14,ABOUT
2847,19,ABOUT
2938,21,ABOUT
4959,67,ABOUT
3383,77,ABOUT
147,66,ABOUT
968,8,ABOUT
1772,94,ABOUT
2332,85,ABOUT
2587,45,ABOUT
2666,46,ABOUT
2810,10,ABOUT
3678,14,ABOUT
1298,61,ABOUT
620,94,ABOUT
2216,73,ABOUT
3109,4,ABOUT
3256,20,ABOUT
3926,87,ABOUT
3946,79,ABOUT
4026,16,ABOUT
4140,12,ABOUT
4146,18,ABOUT
4300,57,ABOUT
4438,87,ABOUT
2996,87,ABOUT
3133,39,ABOUT
1605,42,ABOUT
1667,87,ABOUT
2183,29,ABOUT
841,54,ABOUT
929,61,ABOUT
1106,49,ABOUT
1315,58,ABOUT
3328,46,ABOUT
4144,39,ABOUT
4307,91,ABOUT
4272,29,ABOUT
2400,65,ABOUT
388,43,ABOUT
435,1,ABOUT
132,56,ABOUT
4142,6,ABOUT
4145,51,ABOUT
1714,35,ABOUT
1780,15,ABOUT
2670,51,ABOUT
1784,20,ABOUT
313,69,ABOUT
387,56,ABOUT
3350,27,ABOUT
3983,55,ABOUT
3980,71,ABOUT
4001,23,ABOUT
4442,60,ABOUT
2112,2,ABOUT
2582,35,ABOUT
1274,34,ABOUT
314,11,ABOUT
3767,71,ABOUT
4321,80,ABOUT
358,59,ABOUT
756,94,ABOUT
842,33,ABOUT
4704,56,ABOUT
764,74,ABOUT
3570,18,ABOUT
3772,94,ABOUT
4067,29,ABOUT
4094,73,ABOUT
1543,81,ABOUT
1550,76,ABOUT
2712,25,ABOUT
2811,36,ABOUT
1788,18,ABOUT
2627,63,ABOUT
2701,17,ABOUT
2882,38,ABOUT
237,45,ABOUT
537,88,ABOUT
828,48,ABOUT
4685,71,ABOUT
3385,24,ABOUT
4254,90,ABOUT
945,27,ABOUT
2585,60,ABOUT
2615,67,ABOUT
2637,96,ABOUT
2293,93,ABOUT
2756,71,ABOUT
228,74,ABOUT
3184,29,ABOUT
3859,95,ABOUT
209,97,ABOUT
432,73,ABOUT
1043,64,ABOUT
1074,83,ABOUT
2026,45,ABOUT
2073,55,ABOUT
1820,98,ABOUT
2173,41,ABOUT
1158,46,ABOUT
1185,52,ABOUT
3069,57,ABOUT
3411,37,ABOUT
3592,1,ABOUT
3612,43,ABOUT
4137,1,ABOUT
4412,37,ABOUT
1146,99,ABOUT
1419,41,ABOUT
2008,54,ABOUT
2731,57,ABOUT
1567,19,ABOUT
1781,86,ABOUT
2122,60,ABOUT
2135,89,ABOUT
2343,96,ABOUT
2705,97,ABOUT
818,24,ABOUT
3487,31,ABOUT
203,2,ABOUT
1521,78,ABOUT
1575,59,ABOUT
2440,43,ABOUT
2558,8,ABOUT
4670,97,ABOUT
4692,18,ABOUT
4905,40,ABOUT
4517,70,ABOUT
96,55,ABOUT
1007,37,ABOUT
1098,20,ABOUT
3083,35,ABOUT
3164,59,ABOUT
3924,70,ABOUT
4085,31,ABOUT
1727,42,ABOUT
1918,80,ABOUT
1934,72,ABOUT
1891,28,ABOUT
3041,23,ABOUT
3373,70,ABOUT
3821,20,ABOUT
1469,54,ABOUT
1470,7,ABOUT
4609,42,ABOUT
329,53,ABOUT
3013,97,ABOUT
3026,32,ABOUT
3625,1,ABOUT
3690,42,ABOUT
1027,42,ABOUT
4507,34,ABOUT
2762,28,ABOUT
1764,17,ABOUT
2129,49,ABOUT
2231,44,ABOUT
2280,75,ABOUT
316,73,ABOUT
3004,95,ABOUT
3258,62,ABOUT
4359,80,ABOUT
3431,90,ABOUT
4096,15,ABOUT
615,5,ABOUT
663,36,ABOUT
693,13,ABOUT
821,79,ABOUT
1404,29,ABOUT
2221,14,ABOUT
2295,2,ABOUT
2373,31,ABOUT
345,95,ABOUT
410,98,ABOUT
902,19,ABOUT
4154,38,ABOUT
4515,40,ABOUT
2768,93,ABOUT
3031,25,ABOUT
3729,84,ABOUT
4365,5,ABOUT
1412,77,ABOUT
1671,45,ABOUT
1960,20,ABOUT
2775,15,ABOUT
2010,69,ABOUT
2114,54,ABOUT
3640,11,ABOUT
4313,41,ABOUT
4436,7,ABOUT
4859,77,ABOUT
4663,20,ABOUT
4955,16,ABOUT
3668,72,ABOUT
2092,71,ABOUT
138,44,ABOUT
335,51,ABOUT
7,23,ABOUT
1474,73,ABOUT
3107,76,ABOUT
3838,26,ABOUT
4858,94,ABOUT
1578,22,ABOUT
2539,40,ABOUT
2568,46,ABOUT
2594,69,ABOUT
2649,93,ABOUT
2894,33,ABOUT
3351,100,ABOUT
3769,12,ABOUT
3930,1,ABOUT
1120,62,ABOUT
4541,22,ABOUT
4681,76,ABOUT
4923,88,ABOUT
4928,32,ABOUT
3439,27,ABOUT
846,45,ABOUT
125,39,ABOUT
600,92,ABOUT
1218,1,ABOUT
4795,97,ABOUT
4924,69,ABOUT
2181,8,ABOUT
2693,91,ABOUT
3114,1,ABOUT
3198,81,ABOUT
4422,98,ABOUT
3679,37,ABOUT
3839,15,ABOUT
4852,82,ABOUT
37,51,ABOUT
340,69,ABOUT
2096,19,ABOUT
2171,17,ABOUT
2572,30,ABOUT
4593,63,ABOUT
3828,37,ABOUT
4191,27,ABOUT
243,5,ABOUT
372,14,ABOUT
480,48,ABOUT
1415,21,ABOUT
1143,61,ABOUT
1349,73,ABOUT
4914,8,ABOUT
2824,8,ABOUT
3270,40,ABOUT
3643,24,ABOUT
4235,61,ABOUT
4451,82,ABOUT
323,8,ABOUT
672,85,ABOUT
2795,82,ABOUT
1564,7,ABOUT
1954,75,ABOUT
1996,19,ABOUT
2128,21,ABOUT
2978,48,ABOUT
3508,76,ABOUT
3698,52,ABOUT
3990,31,ABOUT
4750,74,ABOUT
4778,80,ABOUT
510,97,ABOUT
40,65,ABOUT
1014,94,ABOUT
1095,99,ABOUT
1658,39,ABOUT
1899,72,ABOUT
2208,74,ABOUT
2506,100,ABOUT
1771,68,ABOUT
2730,91,ABOUT
349,44,ABOUT
599,23,ABOUT
807,30,ABOUT
862,95,ABOUT
1314,28,ABOUT
4786,88,ABOUT
1762,86,ABOUT
2258,70,ABOUT
3098,61,ABOUT
3419,16,ABOUT
4336,38,ABOUT
108,51,ABOUT
367,46,ABOUT
1137,20,ABOUT
806,42,ABOUT
3519,20,ABOUT
3758,4,ABOUT
3084,84,ABOUT
3353,81,ABOUT
1795,22,ABOUT
1825,70,ABOUT
2348,85,ABOUT
2794,18,ABOUT
4838,92,ABOUT
82,76,ABOUT
431,12,ABOUT
570,4,ABOUT
1278,16,ABOUT
191,82,ABOUT
448,24,ABOUT
629,23,ABOUT
646,9,ABOUT
653,60,ABOUT
1691,92,ABOUT
3932,6,ABOUT
4618,16,ABOUT
4678,22,ABOUT
4834,54,ABOUT
4964,14,ABOUT
4875,99,ABOUT
1636,27,ABOUT
360,5,ABOUT
1276,17,ABOUT
4115,16,ABOUT
3364,72,ABOUT
3945,78,ABOUT
1648,13,ABOUT
1757,56,ABOUT
2435,31,ABOUT
4523,18,ABOUT
4931,33,ABOUT
359,50,ABOUT
1173,36,ABOUT
508,48,ABOUT
986,98,ABOUT
1110,64,ABOUT
1351,93,ABOUT
1786,14,ABOUT
3099,55,ABOUT
4368,62,ABOUT
3974,13,ABOUT
4015,94,ABOUT
4258,81,ABOUT
1698,63,ABOUT
1976,3,ABOUT
2126,72,ABOUT
2531,90,ABOUT
2659,73,ABOUT
392,72,ABOUT
593,11,ABOUT
901,1,ABOUT
1181,50,ABOUT
1311,98,ABOUT
4498,48,ABOUT
2673,22,ABOUT
3070,44,ABOUT
955,49,ABOUT
533,48,ABOUT
644,25,ABOUT
858,73,ABOUT
1704,98,ABOUT
2200,97,ABOUT
3243,69,ABOUT
3331,29,ABOUT
3770,41,ABOUT
3420,66,ABOUT
4032,57,ABOUT
304,11,ABOUT
671,35,ABOUT
1417,88,ABOUT
1459,34,ABOUT
4464,46,ABOUT
1593,30,ABOUT
1995,65,ABOUT
511,58,ABOUT
694,26,ABOUT
4357,40,ABOUT
4489,30,ABOUT
4538,80,ABOUT
4893,20,ABOUT
4895,29,ABOUT
35,40,ABOUT
319,86,ABOUT
786,67,ABOUT
255,32,ABOUT
581,61,ABOUT
1021,16,ABOUT
2493,76,ABOUT
3938,31,ABOUT
4329,41,ABOUT
3666,26,ABOUT
3934,52,ABOUT
1159,69,ABOUT
4672,68,ABOUT
1965,92,ABOUT
2821,48,ABOUT
2865,30,ABOUT
2237,65,ABOUT
3329,30,ABOUT
3362,37,ABOUT
4530,67,ABOUT
4534,52,ABOUT
4909,84,ABOUT
4971,85,ABOUT
4975,43,ABOUT
4979,38,ABOUT
1536,67,ABOUT
716,59,ABOUT
839,70,ABOUT
1317,62,ABOUT
3126,71,ABOUT
3531,74,ABOUT
