:START_ID(Order),:END_ID(Product),:TYPE,UnitPrice,Quantity,Discount
418,43,CONTAINS,2924.79,5,0.0
418,92,CONTAINS,1242.74,7,0.2
419,29,CONTAINS,506.17,18,0.2
420,7,CONTAINS,6824.63,17,0.15
420,45,CONTAINS,5432.31,1,0.1
420,49,CONTAINS,7612.66,17,0.15
421,53,CONTAINS,6803.23,6,0.0
421,62,CONTAINS,5013.67,19,0.15
421,65,CONTAINS,4573.25,14,0.2
421,79,CONTAINS,8680.84,16,0.15
422,26,CONTAINS,4603.34,6,0.2
422,41,CONTAINS,3899.43,13,0.0
422,53,CONTAINS,7056.28,7,0.05
423,8,CONTAINS,3120.38,18,0.0
423,18,CONTAINS,6084.23,6,0.05
423,49,CONTAINS,7364.33,4,0.0
423,99,CONTAINS,952.22,2,0.15
424,51,CONTAINS,1755.99,19,0.1
424,55,CONTAINS,388.11,10,0.1
424,65,CONTAINS,4468.75,7,0.2
424,66,CONTAINS,1981.29,13,0.1
425,17,CONTAINS,1049.54,18,0.0
425,22,CONTAINS,4160.56,4,0.2
425,84,CONTAINS,4777.24,14,0.2
426,36,CONTAINS,289.51,6,0.1
426,66,CONTAINS,1939.58,7,0.2
426,94,CONTAINS,9915.55,17,0.0
427,3,CONTAINS,3456.3,20,0.15
427,6,CONTAINS,248.02,17,0.05
427,28,CONTAINS,604.27,15,0.15
427,97,CONTAINS,1646.57,1,0.2
428,6,CONTAINS,262.2,18,0.1
428,39,CONTAINS,654.4,3,0.15
428,41,CONTAINS,3987.56,16,0.0
428,97,CONTAINS,1643.21,1,0.15
429,3,CONTAINS,3603.8,13,0.1
430,1,CONTAINS,5840.77,4,0.15
430,75,CONTAINS,4138.62,6,0.0
430,96,CONTAINS,1205.28,14,0.0
431,3,CONTAINS,3547.71,19,0.05
431,99,CONTAINS,983.73,11,0.15
432,46,CONTAINS,6236.76,13,0.0
433,5,CONTAINS,4409.28,19,0.0
433,8,CONTAINS,3291.75,17,0.05
433,65,CONTAINS,4493.41,19,0.0
433,98,CONTAINS,1746.33,5,0.2
434,39,CONTAINS,620.13,15,0.0
434,89,CONTAINS,4086.85,19,0.15
435,14,CONTAINS,2124.49,12,0.0
435,62,CONTAINS,5269.21,10,0.0
436,3,CONTAINS,3411.93,3,0.2
436,27,CONTAINS,9738.05,12,0.0
436,41,CONTAINS,3821.1,5,0.05
436,47,CONTAINS,8001.45,18,0.05
436,74,CONTAINS,1701.82,5,0.0
437,6,CONTAINS,264.01,14,0.15
437,29,CONTAINS,505.83,18,0.15
437,67,CONTAINS,5211.12,2,0.0
437,84,CONTAINS,4803.0,14,0.0
437,88,CONTAINS,5309.64,7,0.2
438,2,CONTAINS,852.87,17,0.2
438,34,CONTAINS,2946.1,14,0.0
439,9,CONTAINS,9639.19,14,0.05
439,24,CONTAINS,7739.95,1,0.0
439,29,CONTAINS,529.66,10,0.1
440,42,CONTAINS,9236.85,4,0.15
440,49,CONTAINS,7487.69,6,0.15
440,84,CONTAINS,4778.9,14,0.15
441,29,CONTAINS,494.05,5,0.15
441,33,CONTAINS,221.17,7,0.1
442,36,CONTAINS,263.24,7,0.1
442,91,CONTAINS,6301.02,13,0.2
443,13,CONTAINS,9273.49,20,0.15
443,60,CONTAINS,4653.64,3,0.15
443,81,CONTAINS,2124.92,11,0.1
443,89,CONTAINS,4031.97,7,0.0
444,29,CONTAINS,509.63,19,0.1
444,87,CONTAINS,4223.49,18,0.1
445,54,CONTAINS,5238.62,6,0.0
446,5,CONTAINS,4451.54,8,0.15
446,62,CONTAINS,5006.73,2,0.2
446,89,CONTAINS,4348.01,2,0.2
447,2,CONTAINS,898.37,16,0.05
447,22,CONTAINS,3903.68,13,0.1
447,51,CONTAINS,1678.33,15,0.2
447,62,CONTAINS,4990.03,14,0.1
447,66,CONTAINS,1819.48,16,0.0
448,77,CONTAINS,217.08,3,0.15
449,27,CONTAINS,10124.57,20,0.05
450,37,CONTAINS,3005.89,4,0.05
450,66,CONTAINS,1947.78,11,0.2
450,73,CONTAINS,4463.32,3,0.1
450,96,CONTAINS,1273.52,7,0.15
451,7,CONTAINS,6790.08,5,0.0
451,42,CONTAINS,9278.26,5,0.0
451,73,CONTAINS,4567.03,6,0.2
451,97,CONTAINS,1647.51,17,0.0
451,98,CONTAINS,1723.89,20,0.2
452,12,CONTAINS,1852.06,7,0.15
452,23,CONTAINS,6277.63,3,0.1
452,24,CONTAINS,7549.52,1,0.05
453,7,CONTAINS,6710.55,13,0.2
454,65,CONTAINS,4315.22,18,0.2
455,35,CONTAINS,5241.48,15,0.2
455,41,CONTAINS,3835.52,15,0.05
456,12,CONTAINS,1844.96,14,0.2
456,81,CONTAINS,2048.62,6,0.15
457,3,CONTAINS,3596.31,20,0.2
457,33,CONTAINS,227.0,14,0.0
457,37,CONTAINS,3022.8,5,0.15
457,64,CONTAINS,938.67,9,0.0
458,60,CONTAINS,4777.79,18,0.05
458,78,CONTAINS,5334.97,2,0.1
459,1,CONTAINS,5631.68,14,0.15
459,72,CONTAINS,10126.62,18,0.2
459,86,CONTAINS,5328.33,17,0.1
459,99,CONTAINS,986.69,17,0.1
460,11,CONTAINS,1629.99,15,0.05
460,24,CONTAINS,7506.98,17,0.05
460,32,CONTAINS,8555.63,11,0.2
460,64,CONTAINS,927.67,15,0.0
460,94,CONTAINS,9364.63,3,0.1
461,68,CONTAINS,5361.53,12,0.1
462,28,CONTAINS,637.9,14,0.1
462,70,CONTAINS,3832.06,6,0.15
463,67,CONTAINS,5089.04,6,0.0
463,73,CONTAINS,4411.13,1,0.2
464,52,CONTAINS,9201.81,14,0.15
464,66,CONTAINS,1877.39,12,0.1
464,82,CONTAINS,4823.41,12,0.0
465,98,CONTAINS,1730.95,11,0.2
466,11,CONTAINS,1587.67,11,0.0
466,35,CONTAINS,5683.97,5,0.05
466,48,CONTAINS,7395.75,9,0.0
466,62,CONTAINS,4957.1,12,0.05
466,71,CONTAINS,8003.32,15,0.2
467,33,CONTAINS,229.58,14,0.2
467,44,CONTAINS,4478.62,5,0.15
468,6,CONTAINS,267.04,20,0.2
468,9,CONTAINS,9040.37,5,0.05
468,32,CONTAINS,8226.08,11,0.2
468,42,CONTAINS,9293.75,16,0.15
469,2,CONTAINS,915.5,19,0.0
469,7,CONTAINS,6997.08,16,0.1
469,75,CONTAINS,4033.88,12,0.1
469,89,CONTAINS,4302.26,7,0.2
470,35,CONTAINS,5560.2,10,0.0
471,10,CONTAINS,2895.42,16,0.2
471,29,CONTAINS,533.17,14,0.2
471,46,CONTAINS,6018.8,4,0.05
471,48,CONTAINS,7706.45,20,0.15
472,13,CONTAINS,9304.05,15,0.1
473,26,CONTAINS,4988.88,12,0.2
473,40,CONTAINS,3989.73,19,0.1
473,98,CONTAINS,1754.87,4,0.2
474,11,CONTAINS,1581.77,9,0.0
474,79,CONTAINS,9105.08,5,0.2
475,10,CONTAINS,2836.63,5,0.15
475,27,CONTAINS,9405.01,5,0.2
475,70,CONTAINS,3628.81,13,0.0
476,73,CONTAINS,4765.16,3,0.2
476,74,CONTAINS,1657.89,19,0.2
476,77,CONTAINS,199.07,20,0.0
476,88,CONTAINS,5653.53,11,0.15
477,65,CONTAINS,4495.98,19,0.15
478,8,CONTAINS,3249.5,17,0.1
478,39,CONTAINS,616.53,3,0.05
478,72,CONTAINS,9367.19,10,0.2
478,84,CONTAINS,4866.92,12,0.1
479,12,CONTAINS,1734.29,12,0.2
479,29,CONTAINS,532.95,1,0.0
479,61,CONTAINS,8404.28,3,0.15
479,80,CONTAINS,8514.16,2,0.1
480,24,CONTAINS,7284.1,9,0.1
480,89,CONTAINS,4369.46,18,0.1
481,48,CONTAINS,7989.23,7,0.1
481,65,CONTAINS,4498.62,5,0.15
481,68,CONTAINS,5120.27,8,0.05
481,89,CONTAINS,4112.25,11,0.05
482,13,CONTAINS,8793.0,16,0.15
482,39,CONTAINS,651.83,13,0.0
482,64,CONTAINS,988.24,5,0.15
483,1,CONTAINS,5891.18,7,0.1
484,10,CONTAINS,2771.12,13,0.0
484,12,CONTAINS,1742.1,16,0.2
484,41,CONTAINS,3770.04,17,0.05
484,54,CONTAINS,5039.01,13,0.2
484,94,CONTAINS,9799.81,3,0.0
485,42,CONTAINS,9959.96,12,0.15
485,95,CONTAINS,1374.59,3,0.0
486,28,CONTAINS,599.17,17,0.0
486,59,CONTAINS,6738.76,2,0.2
486,66,CONTAINS,1863.38,2,0.1
486,98,CONTAINS,1678.58,18,0.0
487,9,CONTAINS,9629.58,8,0.1
487,14,CONTAINS,2175.07,15,0.1
487,81,CONTAINS,2075.26,14,0.05
487,87,CONTAINS,4251.54,6,0.0
487,97,CONTAINS,1706.21,12,0.05
488,39,CONTAINS,619.96,19,0.1
488,42,CONTAINS,9468.11,12,0.0
488,52,CONTAINS,9061.3,17,0.1
488,82,CONTAINS,4931.96,18,0.15
489,13,CONTAINS,9123.83,7,0.05
489,69,CONTAINS,1899.43,12,0.1
489,77,CONTAINS,216.87,20,0.0
489,82,CONTAINS,4662.26,11,0.15
490,72,CONTAINS,9605.19,15,0.2
490,77,CONTAINS,200.84,8,0.2
491,38,CONTAINS,9707.75,12,0.2
492,3,CONTAINS,3447.62,2,0.05
492,47,CONTAINS,8170.75,17,0.0
492,77,CONTAINS,201.81,16,0.15
492,85,CONTAINS,10218.49,4,0.2
493,44,CONTAINS,4504.0,17,0.0
494,1,CONTAINS,5735.38,5,0.1
494,4,CONTAINS,3472.41,17,0.05
494,39,CONTAINS,601.86,2,0.05
494,94,CONTAINS,9785.43,5,0.0
495,46,CONTAINS,6528.51,4,0.05
495,100,CONTAINS,410.36,10,0.05
496,23,CONTAINS,5860.49,14,0.0
496,66,CONTAINS,1903.92,7,0.15
496,80,CONTAINS,7740.86,11,0.05
496,85,CONTAINS,9883.29,2,0.0
497,41,CONTAINS,3720.55,10,0.0
497,65,CONTAINS,4523.11,6,0.05
497,81,CONTAINS,2156.19,9,0.05
498,18,CONTAINS,5846.43,14,0.0
498,28,CONTAINS,607.53,11,0.15
498,33,CONTAINS,221.73,10,0.0
498,81,CONTAINS,2029.6,7,0.0
498,83,CONTAINS,9215.52,17,0.2
499,44,CONTAINS,4314.73,18,0.0
500,34,CONTAINS,2767.18,5,0.05
500,60,CONTAINS,4818.78,15,0.1
500,66,CONTAINS,1920.48,10,0.2
500,87,CONTAINS,4211.05,5,0.15
501,28,CONTAINS,632.66,17,0.0
501,33,CONTAINS,234.17,13,0.15
501,56,CONTAINS,8442.08,1,0.05
501,86,CONTAINS,5279.37,19,0.0
502,41,CONTAINS,3912.35,14,0.05
503,13,CONTAINS,9544.19,18,0.1
503,41,CONTAINS,3765.76,17,0.15
504,54,CONTAINS,5243.44,9,0.1
504,56,CONTAINS,8339.05,8,0.05
504,59,CONTAINS,7037.79,6,0.1
504,70,CONTAINS,3714.68,8,0.15
505,48,CONTAINS,7686.77,13,0.05
505,50,CONTAINS,4761.54,1,0.0
505,72,CONTAINS,10343.77,1,0.1
505,93,CONTAINS,6242.0,6,0.2
505,99,CONTAINS,924.29,14,0.1
506,59,CONTAINS,6575.88,5,0.0
506,73,CONTAINS,4490.17,5,0.05
506,84,CONTAINS,4629.39,18,0.05
507,99,CONTAINS,987.64,7,0.05
508,37,CONTAINS,2958.41,3,0.0
508,42,CONTAINS,9345.94,19,0.05
509,18,CONTAINS,5979.18,8,0.15
509,33,CONTAINS,223.16,8,0.2
509,91,CONTAINS,6492.45,18,0.05
510,41,CONTAINS,3981.59,13,0.0
510,46,CONTAINS,6577.34,1,0.0
510,48,CONTAINS,7801.84,19,0.1
510,56,CONTAINS,8254.36,6,0.05
510,73,CONTAINS,4501.16,2,0.15
511,10,CONTAINS,2738.3,16,0.0
511,25,CONTAINS,1412.4,13,0.0
511,30,CONTAINS,8677.07,8,0.2
511,64,CONTAINS,913.79,7,0.1
512,24,CONTAINS,7781.46,5,0.1
512,35,CONTAINS,5540.54,10,0.05
513,81,CONTAINS,2150.48,17,0.15
514,26,CONTAINS,4606.31,10,0.0
515,15,CONTAINS,2857.79,7,0.2
516,45,CONTAINS,5124.72,12,0.05
516,48,CONTAINS,7310.12,13,0.1
516,55,CONTAINS,370.56,2,0.0
516,88,CONTAINS,5426.35,13,0.0
516,93,CONTAINS,6577.07,6,0.1
517,6,CONTAINS,272.38,5,0.2
517,27,CONTAINS,9431.72,14,0.0
517,65,CONTAINS,4275.6,3,0.2
517,77,CONTAINS,205.32,13,0.15
518,32,CONTAINS,8726.09,17,0.05
518,34,CONTAINS,3011.36,13,0.15
518,53,CONTAINS,7135.42,20,0.2
518,79,CONTAINS,8567.38,19,0.0
519,24,CONTAINS,7387.1,18,0.15
519,79,CONTAINS,9068.1,2,0.15
519,85,CONTAINS,10108.78,17,0.1
519,89,CONTAINS,4378.15,18,0.0
519,96,CONTAINS,1249.92,19,0.15
520,62,CONTAINS,4952.46,8,0.15
520,74,CONTAINS,1686.02,18,0.0
521,92,CONTAINS,1227.0,19,0.0
522,6,CONTAINS,258.35,17,0.2
522,77,CONTAINS,217.56,11,0.15
523,11,CONTAINS,1735.18,7,0.05
523,41,CONTAINS,3633.39,2,0.05
523,77,CONTAINS,213.77,18,0.2
524,11,CONTAINS,1590.65,3,0.05
524,21,CONTAINS,7049.69,12,0.15
524,35,CONTAINS,5503.71,4,0.05
524,44,CONTAINS,4411.69,1,0.05
524,90,CONTAINS,5245.79,10,0.15
525,43,CONTAINS,2881.21,6,0.05
525,61,CONTAINS,8521.41,4,0.0
526,22,CONTAINS,4095.83,1,0.2
527,11,CONTAINS,1631.84,12,0.15
527,40,CONTAINS,3888.34,4,0.0
528,89,CONTAINS,4331.85,12,0.15
529,44,CONTAINS,4503.3,12,0.2
530,12,CONTAINS,1744.37,18,0.05
531,66,CONTAINS,1932.72,16,0.2
531,86,CONTAINS,5422.68,8,0.0
531,87,CONTAINS,3957.21,9,0.05
532,2,CONTAINS,839.48,13,0.1
532,81,CONTAINS,2040.6,10,0.1
533,21,CONTAINS,7071.47,16,0.05
533,54,CONTAINS,4838.29,4,0.1
533,95,CONTAINS,1400.55,11,0.15
534,33,CONTAINS,213.42,2,0.1
534,77,CONTAINS,213.52,5,0.0
534,79,CONTAINS,9141.41,15,0.2
534,88,CONTAINS,5483.68,7,0.1
535,78,CONTAINS,5216.49,12,0.05
536,1,CONTAINS,5603.52,16,0.1
536,10,CONTAINS,2780.53,5,0.1
536,92,CONTAINS,1290.15,20,0.0
537,52,CONTAINS,9434.43,9,0.05
538,70,CONTAINS,3611.05,17,0.0
538,72,CONTAINS,9462.33,2,0.0
538,91,CONTAINS,6168.17,6,0.15
539,27,CONTAINS,9697.74,1,0.05
539,49,CONTAINS,7543.62,18,0.1
539,64,CONTAINS,961.21,14,0.1
539,68,CONTAINS,5026.69,6,0.1
539,98,CONTAINS,1748.55,10,0.0
540,5,CONTAINS,4587.37,17,0.05
540,44,CONTAINS,4602.65,17,0.2
540,73,CONTAINS,4582.22,13,0.05
540,78,CONTAINS,5292.2,4,0.05
540,90,CONTAINS,5404.94,13,0.0
541,48,CONTAINS,7326.95,17,0.2
541,62,CONTAINS,5201.48,14,0.15
541,88,CONTAINS,5278.58,16,0.0
542,23,CONTAINS,5967.66,2,0.1
542,26,CONTAINS,4574.84,9,0.0
542,34,CONTAINS,2960.55,12,0.1
542,44,CONTAINS,4416.75,7,0.0
542,49,CONTAINS,7360.33,10,0.2
543,27,CONTAINS,9432.99,13,0.15
543,45,CONTAINS,5269.26,18,0.2
543,64,CONTAINS,980.86,16,0.0
543,88,CONTAINS,5381.33,11,0.05
543,93,CONTAINS,6370.48,9,0.2
544,38,CONTAINS,9253.25,3,0.05
544,43,CONTAINS,2691.13,15,0.0
544,88,CONTAINS,5592.88,12,0.1
544,91,CONTAINS,6715.66,19,0.05
545,59,CONTAINS,7128.5,12,0.15
546,39,CONTAINS,641.15,3,0.0
546,43,CONTAINS,2806.2,5,0.15
546,89,CONTAINS,4016.98,1,0.15
547,35,CONTAINS,5191.53,13,0.1
547,73,CONTAINS,4355.4,18,0.05
547,81,CONTAINS,2042.9,18,0.0
547,90,CONTAINS,5293.86,13,0.2
548,4,CONTAINS,3550.17,5,0.05
548,24,CONTAINS,7681.14,4,0.05
548,32,CONTAINS,8353.07,13,0.05
548,83,CONTAINS,9459.47,2,0.1
548,91,CONTAINS,6194.0,3,0.05
549,17,CONTAINS,1020.47,14,0.1
549,69,CONTAINS,1989.76,12,0.0
550,47,CONTAINS,8303.9,2,0.0
550,48,CONTAINS,7811.91,9,0.1
551,7,CONTAINS,6690.33,9,0.1
551,89,CONTAINS,4133.1,17,0.1
552,38,CONTAINS,9866.27,13,0.05
552,46,CONTAINS,6247.86,13,0.15
552,68,CONTAINS,5410.37,5,0.0
552,90,CONTAINS,5148.17,15,0.2
552,94,CONTAINS,9598.9,11,0.15
553,23,CONTAINS,5811.47,2,0.05
553,59,CONTAINS,6824.63,13,0.1
553,72,CONTAINS,10024.56,15,0.05
554,29,CONTAINS,539.2,18,0.0
554,66,CONTAINS,1925.52,2,0.1
554,74,CONTAINS,1790.06,7,0.15
554,77,CONTAINS,218.56,20,0.1
554,89,CONTAINS,4334.67,12,0.1
555,81,CONTAINS,2099.46,3,0.1
556,55,CONTAINS,383.37,8,0.15
556,70,CONTAINS,3652.2,13,0.0
557,18,CONTAINS,5908.05,15,0.1
558,85,CONTAINS,9987.31,13,0.0
559,66,CONTAINS,1967.91,2,0.0
559,80,CONTAINS,8141.21,3,0.0
560,11,CONTAINS,1721.72,1,0.15
560,56,CONTAINS,8395.13,1,0.15
561,29,CONTAINS,533.37,9,0.1
561,64,CONTAINS,905.37,9,0.1
561,78,CONTAINS,4950.29,20,0.15
562,11,CONTAINS,1694.69,5,0.1
563,49,CONTAINS,7227.24,1,0.15
563,96,CONTAINS,1183.5,3,0.15
564,48,CONTAINS,7803.32,2,0.0
564,54,CONTAINS,5020.79,10,0.15
564,72,CONTAINS,9709.36,7,0.15
564,86,CONTAINS,5294.12,13,0.15
564,93,CONTAINS,6536.56,1,0.1
565,30,CONTAINS,7938.95,17,0.2
565,37,CONTAINS,2989.26,1,0.15
565,42,CONTAINS,9990.3,7,0.05
565,46,CONTAINS,6372.47,9,0.2
566,45,CONTAINS,5394.13,17,0.0
567,24,CONTAINS,7905.48,12,0.2
567,39,CONTAINS,639.2,2,0.1
567,65,CONTAINS,4363.28,9,0.15
568,1,CONTAINS,5472.78,14,0.15
568,5,CONTAINS,4263.93,18,0.0
568,74,CONTAINS,1716.18,10,0.15
569,3,CONTAINS,3575.7,18,0.2
569,9,CONTAINS,9100.89,12,0.2
569,13,CONTAINS,8971.22,1,0.1
569,54,CONTAINS,5134.55,8,0.05
570,4,CONTAINS,3699.28,7,0.05
570,26,CONTAINS,4617.41,6,0.2
571,100,CONTAINS,422.52,8,0.1
572,3,CONTAINS,3486.35,4,0.1
572,14,CONTAINS,2192.99,14,0.0
572,21,CONTAINS,6644.46,4,0.1
572,42,CONTAINS,9547.38,5,0.05
572,67,CONTAINS,5113.49,9,0.1
573,13,CONTAINS,9091.38,1,0.1
573,60,CONTAINS,4674.69,15,0.05
573,61,CONTAINS,8691.78,13,0.15
573,82,CONTAINS,4933.73,6,0.2
573,96,CONTAINS,1276.23,14,0.2
574,12,CONTAINS,1812.37,14,0.1
574,53,CONTAINS,7123.47,7,0.0
574,72,CONTAINS,9971.39,2,0.1
575,34,CONTAINS,2959.26,4,0.1
575,82,CONTAINS,4630.47,12,0.1
576,1,CONTAINS,5601.24,12,0.05
576,34,CONTAINS,2850.54,3,0.15
576,36,CONTAINS,271.51,8,0.05
576,91,CONTAINS,6403.31,4,0.05
577,6,CONTAINS,257.99,15,0.05
577,29,CONTAINS,540.72,6,0.0
577,72,CONTAINS,9458.23,18,0.2
577,84,CONTAINS,4550.78,9,0.1
578,92,CONTAINS,1289.49,14,0.0
579,57,CONTAINS,713.66,1,0.1
579,59,CONTAINS,7065.0,5,0.05
579,68,CONTAINS,5246.52,12,0.2
580,4,CONTAINS,3507.44,15,0.2
580,37,CONTAINS,2965.88,1,0.05
581,7,CONTAINS,6668.45,16,0.2
581,14,CONTAINS,2220.82,1,0.05
581,39,CONTAINS,636.79,13,0.2
581,53,CONTAINS,7051.03,7,0.2
582,84,CONTAINS,4549.15,1,0.15
583,28,CONTAINS,583.76,20,0.05
583,61,CONTAINS,9116.0,14,0.1
583,97,CONTAINS,1627.3,14,0.15
584,86,CONTAINS,5354.17,13,0.2
585,33,CONTAINS,233.41,18,0.15
585,69,CONTAINS,1921.04,14,0.15
585,75,CONTAINS,3968.01,19,0.2
585,81,CONTAINS,2136.59,20,0.1
585,89,CONTAINS,4156.3,19,0.05
586,39,CONTAINS,642.63,20,0.15
586,68,CONTAINS,5264.68,15,0.15
587,36,CONTAINS,263.23,8,0.1
587,72,CONTAINS,9936.44,9,0.1
588,1,CONTAINS,5558.88,5,0.15
588,45,CONTAINS,5307.77,14,0.05
588,71,CONTAINS,8066.45,4,0.1
589,36,CONTAINS,263.03,18,0.05
589,57,CONTAINS,727.4,10,0.0
589,59,CONTAINS,6898.24,9,0.0
589,84,CONTAINS,4533.58,2,0.2
590,30,CONTAINS,8524.82,11,0.1
590,34,CONTAINS,2981.18,7,0.2
591,88,CONTAINS,5283.57,3,0.1
591,90,CONTAINS,5393.41,2,0.2
592,29,CONTAINS,520.53,19,0.05
592,49,CONTAINS,7524.97,10,0.15
593,13,CONTAINS,8912.59,16,0.1
593,40,CONTAINS,4001.5,16,0.15
593,77,CONTAINS,204.83,18,0.1
594,69,CONTAINS,1891.11,16,0.2
594,89,CONTAINS,4193.36,10,0.1
595,24,CONTAINS,7331.35,10,0.1
596,3,CONTAINS,3537.71,5,0.2
596,5,CONTAINS,4329.36,13,0.05
596,26,CONTAINS,4734.97,13,0.05
596,36,CONTAINS,275.35,2,0.15
596,90,CONTAINS,5387.27,7,0.1
597,29,CONTAINS,538.06,7,0.05
597,43,CONTAINS,2914.45,12,0.0
598,6,CONTAINS,260.23,19,0.1
598,30,CONTAINS,8235.71,7,0.1
598,71,CONTAINS,8254.17,6,0.2
599,35,CONTAINS,5273.14,10,0.1
599,79,CONTAINS,9031.62,4,0.1
599,92,CONTAINS,1307.18,10,0.05
600,23,CONTAINS,6044.06,20,0.1
600,27,CONTAINS,9669.99,7,0.1
600,59,CONTAINS,7083.22,17,0.0
600,91,CONTAINS,6172.95,13,0.0
600,98,CONTAINS,1642.02,10,0.15
601,32,CONTAINS,8636.78,3,0.0
601,76,CONTAINS,9134.63,18,0.1
601,87,CONTAINS,4134.15,13,0.15
601,88,CONTAINS,5337.59,13,0.2
602,41,CONTAINS,3961.16,7,0.05
602,81,CONTAINS,1979.86,10,0.15
603,11,CONTAINS,1634.4,1,0.05
603,24,CONTAINS,7896.38,1,0.15
603,40,CONTAINS,3949.81,18,0.1
604,91,CONTAINS,6494.53,8,0.15
604,100,CONTAINS,419.77,2,0.2
605,17,CONTAINS,1048.11,15,0.1
606,24,CONTAINS,7683.18,10,0.2
606,29,CONTAINS,516.52,12,0.15
606,30,CONTAINS,8307.18,20,0.15
606,75,CONTAINS,3873.54,9,0.15
607,28,CONTAINS,593.08,11,0.2
607,44,CONTAINS,4331.18,19,0.2
607,96,CONTAINS,1210.62,18,0.1
608,5,CONTAINS,4382.26,6,0.15
608,44,CONTAINS,4364.53,12,0.1
609,29,CONTAINS,495.42,2,0.15
609,34,CONTAINS,2937.64,4,0.0
609,51,CONTAINS,1751.02,7,0.2
609,88,CONTAINS,5387.36,9,0.2
610,26,CONTAINS,4645.39,19,0.1
610,77,CONTAINS,203.71,4,0.0
610,82,CONTAINS,4638.32,9,0.1
611,65,CONTAINS,4292.74,20,0.1
612,1,CONTAINS,5470.82,3,0.0
612,5,CONTAINS,4342.95,3,0.1
612,42,CONTAINS,9813.64,16,0.05
613,1,CONTAINS,5937.33,17,0.1
613,7,CONTAINS,6996.79,8,0.2
613,21,CONTAINS,6919.27,3,0.1
613,37,CONTAINS,3062.11,14,0.05
613,67,CONTAINS,4945.55,5,0.15
614,8,CONTAINS,3276.38,19,0.1
614,70,CONTAINS,3698.14,6,0.0
614,72,CONTAINS,10351.18,15,0.15
614,77,CONTAINS,210.98,2,0.05
614,85,CONTAINS,9575.83,16,0.0
615,13,CONTAINS,9023.78,17,0.1
615,30,CONTAINS,8171.15,20,0.15
615,33,CONTAINS,232.37,7,0.15
615,40,CONTAINS,3804.22,2,0.0
616,18,CONTAINS,5923.43,4,0.1
616,88,CONTAINS,5676.8,13,0.15
617,3,CONTAINS,3497.24,20,0.15
617,59,CONTAINS,6664.9,9,0.1
617,85,CONTAINS,9591.94,18,0.05
617,98,CONTAINS,1739.83,16,0.2
617,100,CONTAINS,422.26,19,0.15
618,4,CONTAINS,3604.72,10,0.0
618,23,CONTAINS,6274.77,11,0.05
618,82,CONTAINS,4551.56,5,0.2
618,88,CONTAINS,5782.73,18,0.1
618,99,CONTAINS,983.19,17,0.05
619,34,CONTAINS,2847.76,12,0.05
620,6,CONTAINS,249.75,10,0.15
620,27,CONTAINS,9749.37,9,0.2
620,74,CONTAINS,1750.77,14,0.15
621,4,CONTAINS,3549.56,20,0.2
621,15,CONTAINS,2727.59,4,0.2
621,82,CONTAINS,4615.34,20,0.05
621,92,CONTAINS,1211.76,19,0.2
622,23,CONTAINS,6133.36,10,0.1
622,36,CONTAINS,277.12,7,0.0
623,57,CONTAINS,689.45,5,0.1
623,62,CONTAINS,5148.41,9,0.15
623,94,CONTAINS,9797.07,6,0.2
624,77,CONTAINS,207.62,2,0.05
625,45,CONTAINS,5527.03,15,0.0
625,69,CONTAINS,2043.35,9,0.0
625,94,CONTAINS,9060.45,5,0.2
626,28,CONTAINS,638.27,7,0.15
626,51,CONTAINS,1841.47,18,0.15
626,56,CONTAINS,8057.78,2,0.0
626,72,CONTAINS,10238.84,20,0.15
626,76,CONTAINS,9372.78,19,0.0
627,13,CONTAINS,9164.83,10,0.2
627,43,CONTAINS,2703.72,8,0.05
627,65,CONTAINS,4441.7,19,0.15
627,91,CONTAINS,6158.98,10,0.0
628,17,CONTAINS,1016.91,2,0.2
628,37,CONTAINS,3052.57,12,0.1
628,76,CONTAINS,9306.33,14,0.15
629,49,CONTAINS,7689.51,13,0.2
629,64,CONTAINS,921.9,7,0.0
629,77,CONTAINS,213.82,5,0.1
629,86,CONTAINS,4991.04,14,0.1
630,44,CONTAINS,4375.8,17,0.1
630,99,CONTAINS,945.97,6,0.15
631,39,CONTAINS,602.92,20,0.1
631,51,CONTAINS,1673.95,9,0.1
631,71,CONTAINS,8493.84,14,0.1
631,99,CONTAINS,946.06,16,0.0
632,65,CONTAINS,4240.94,13,0.0
633,66,CONTAINS,1838.4,19,0.2
634,45,CONTAINS,5503.73,11,0.2
635,34,CONTAINS,2901.07,12,0.15
636,7,CONTAINS,6835.79,11,0.2
636,45,CONTAINS,5361.64,8,0.15
636,50,CONTAINS,5145.51,7,0.05
636,76,CONTAINS,9718.92,9,0.05
636,84,CONTAINS,4705.31,12,0.15
637,22,CONTAINS,3958.3,15,0.1
637,30,CONTAINS,8263.77,5,0.15
637,59,CONTAINS,7184.69,20,0.2
637,95,CONTAINS,1370.08,1,0.05
638,44,CONTAINS,4346.68,2,0.2
638,53,CONTAINS,7019.86,7,0.05
639,50,CONTAINS,4739.09,14,0.05
639,95,CONTAINS,1421.89,10,0.2
640,11,CONTAINS,1686.68,8,0.05
640,64,CONTAINS,947.92,5,0.15
640,87,CONTAINS,3978.55,13,0.2
641,56,CONTAINS,7836.42,1,0.0
641,88,CONTAINS,5369.28,5,0.05
642,23,CONTAINS,6016.57,12,0.1
642,46,CONTAINS,5962.73,13,0.2
642,74,CONTAINS,1629.89,16,0.05
