:START_ID(Customer),:END_ID(Review),:TYPE
PN121,3214,WROTE
UV380,4189,WROTE
AY360,2132,WROTE
MW797,2197,WROTE
TI502,2489,WROTE
GU953,1821,WROTE
LV223,1959,WROTE
BN567,2179,WROTE
KT263,2958,WROTE
JI223,4582,WROTE
KE304,154,WROTE
FM680,334,WROTE
OZ845,769,WROTE
MT817,3534,WROTE
VW282,4346,WROTE
RG949,1718,WROTE
EG092,2066,WROTE
UQ126,960,WROTE
MW797,1024,WROTE
TX494,1471,WROTE
ZP972,289,WROTE
YQ009,1011,WROTE
XD471,3137,WROTE
WQ694,3266,WROTE
TM772,4214,WROTE
EG092,3037,WROTE
US789,3545,WROTE
HB552,4406,WROTE
RG949,126,WROTE
ES731,928,WROTE
LC708,970,WROTE
CM221,2540,WROTE
DY566,2697,WROTE
SO908,3529,WROTE
DR567,4038,WROTE
JO978,4427,WROTE
NB002,4059,WROTE
GH572,1693,WROTE
FM680,2361,WROTE
NB002,2721,WROTE
TM772,4763,WROTE
NQ228,665,WROTE
UA828,739,WROTE
LP961,1279,WROTE
WQ694,465,WROTE
TF836,1275,WROTE
ER267,1651,WROTE
ZY562,2840,WROTE
ZA627,2941,WROTE
UV380,3051,WROTE
CB552,4266,WROTE
ET738,4540,WROTE
AI186,4703,WROTE
TF836,1830,WROTE
WR609,2368,WROTE
GU953,2844,WROTE
GU953,3547,WROTE
JI223,3905,WROTE
UQ170,1046,WROTE
XS276,1065,WROTE
XD471,1090,WROTE
CB552,1338,WROTE
UV185,3019,WROTE
TJ349,3046,WROTE
NN992,3374,WROTE
TK597,3453,WROTE
KE304,3829,WROTE
XD471,4009,WROTE
JO498,4310,WROTE
NN992,2369,WROTE
UV380,2436,WROTE
UX720,2465,WROTE
UC855,1688,WROTE
MU442,2017,WROTE
ZX420,2111,WROTE
LT787,2415,WROTE
ID078,2457,WROTE
UD654,2808,WROTE
ZP972,389,WROTE
UX720,3631,WROTE
DX546,4303,WROTE
MX294,4306,WROTE
GY227,3662,WROTE
ZY562,4337,WROTE
XW166,1696,WROTE
FM680,2505,WROTE
OE837,4610,WROTE
XS276,11,WROTE
DV187,897,WROTE
ZA627,1221,WROTE
NN992,614,WROTE
NQ228,1289,WROTE
ET738,2013,WROTE
FB602,2278,WROTE
UQ170,2393,WROTE
TX494,3703,WROTE
UX720,3911,WROTE
BN567,4206,WROTE
UX720,1653,WROTE
LV223,1974,WROTE
AY360,2622,WROTE
WQ694,474,WROTE
ZX420,1429,WROTE
TI502,4484,WROTE
NB019,4898,WROTE
VO839,4657,WROTE
RN037,4684,WROTE
CM221,4877,WROTE
HY451,3268,WROTE
CM221,3279,WROTE
UG099,4043,WROTE
FR131,867,WROTE
IU348,1079,WROTE
QC191,1144,WROTE
PK065,4974,WROTE
NQ228,1646,WROTE
MW797,2752,WROTE
ER267,2991,WROTE
ID078,3710,WROTE
FB602,3868,WROTE
ES731,3110,WROTE
MU442,3160,WROTE
UA828,3311,WROTE
RN037,3347,WROTE
US789,4531,WROTE
XS276,4756,WROTE
FM680,91,WROTE
MU442,1904,WROTE
GY227,2908,WROTE
TM772,1561,WROTE
ER267,2625,WROTE
UX720,4060,WROTE
KE304,4125,WROTE
UQ126,4333,WROTE
MX294,4354,WROTE
IU348,3480,WROTE
WT163,1546,WROTE
RN037,1547,WROTE
EG092,2342,WROTE
FM680,4637,WROTE
OE837,719,WROTE
TX494,1219,WROTE
ZY562,3632,WROTE
QN420,3818,WROTE
XW166,4200,WROTE
FB602,4308,WROTE
UX720,4388,WROTE
UN313,506,WROTE
TF836,950,WROTE
XS276,3454,WROTE
VO839,4005,WROTE
FN752,2150,WROTE
MU442,4465,WROTE
NN992,4613,WROTE
VW282,4650,WROTE
WR609,4668,WROTE
LT787,4794,WROTE
MX294,4938,WROTE
NN992,2982,WROTE
TJ349,3061,WROTE
SO908,3688,WROTE
MX294,461,WROTE
AG377,676,WROTE
PK065,2414,WROTE
TZ806,2131,WROTE
KE304,2350,WROTE
ET738,3546,WROTE
XW166,2995,WROTE
UQ170,3165,WROTE
MT817,3622,WROTE
UQ126,4124,WROTE
KE304,2244,WROTE
UN313,2358,WROTE
UX720,2814,WROTE
XD471,4683,WROTE
DV187,63,WROTE
WT163,525,WROTE
MW797,347,WROTE
TJ349,597,WROTE
LT787,2252,WROTE
PU637,3101,WROTE
GV152,3157,WROTE
HB552,3708,WROTE
MT817,4660,WROTE
JO498,4731,WROTE
FR076,2035,WROTE
TK597,2169,WROTE
PN121,2458,WROTE
LC708,598,WROTE
TP845,3363,WROTE
TI502,4175,WROTE
TM772,4446,WROTE
WQ694,3451,WROTE
ZX420,3473,WROTE
EO425,3873,WROTE
ZP972,4180,WROTE
NN992,1538,WROTE
EG092,2401,WROTE
DY566,2548,WROTE
HB552,89,WROTE
ZA627,609,WROTE
TR797,1508,WROTE
NQ516,3371,WROTE
LV223,3379,WROTE
ET738,3606,WROTE
OI217,2110,WROTE
LC708,2525,WROTE
MT817,2867,WROTE
YQ009,1737,WROTE
DX546,1968,WROTE
PK065,2261,WROTE
NQ516,2928,WROTE
TR797,4771,WROTE
IU348,3375,WROTE
ET738,3865,WROTE
DX546,3883,WROTE
YQ009,4023,WROTE
QN420,1585,WROTE
TI502,1368,WROTE
VW282,1447,WROTE
DR567,4806,WROTE
KE304,4867,WROTE
JO498,2600,WROTE
DX546,3608,WROTE
NZ483,375,WROTE
MU442,470,WROTE
YQ009,660,WROTE
OE837,999,WROTE
NQ516,667,WROTE
ET738,2331,WROTE
FM680,2935,WROTE
UG099,4513,WROTE
CM221,3233,WROTE
DR567,3618,WROTE
KT263,4348,WROTE
FR131,3951,WROTE
DY566,2109,WROTE
UV380,2738,WROTE
OZ845,984,WROTE
UN313,996,WROTE
VO839,1176,WROTE
KT263,2166,WROTE
PN121,2922,WROTE
UA828,4093,WROTE
YQ009,3300,WROTE
MX294,3884,WROTE
TX494,4689,WROTE
JO498,4890,WROTE
UQ170,997,WROTE
GY227,3597,WROTE
EO425,4072,WROTE
ET738,3205,WROTE
XD471,1558,WROTE
AI186,2022,WROTE
QC191,932,WROTE
UX720,76,WROTE
TX494,2999,WROTE
FS045,3149,WROTE
XW166,3826,WROTE
UG099,4352,WROTE
TP845,4653,WROTE
BN567,4953,WROTE
YQ009,1755,WROTE
UD950,2123,WROTE
PU637,1876,WROTE
UC855,2290,WROTE
US789,2483,WROTE
XD471,2611,WROTE
ID078,3201,WROTE
BE531,3976,WROTE
WT163,472,WROTE
OV175,4930,WROTE
QO801,4600,WROTE
VW282,3340,WROTE
CB552,4058,WROTE
GV152,4419,WROTE
UD950,1989,WROTE
TR797,2301,WROTE
MW797,773,WROTE
UQ170,1108,WROTE
TR797,4012,WROTE
QO801,4631,WROTE
RN037,1888,WROTE
YQ009,1930,WROTE
SO908,2624,WROTE
AY360,2686,WROTE
XW166,2015,WROTE
GH572,2441,WROTE
UD950,3087,WROTE
PU637,3864,WROTE
AG377,83,WROTE
AI186,165,WROTE
FR076,737,WROTE
WR609,4741,WROTE
VO839,4774,WROTE
UV185,3038,WROTE
SO908,3513,WROTE
HY451,4068,WROTE
ZX420,3121,WROTE
TI502,3346,WROTE
SO908,4404,WROTE
SO908,1553,WROTE
DX546,1836,WROTE
JI223,1872,WROTE
ID078,2375,WROTE
EO425,2667,WROTE
CB552,2683,WROTE
OE837,2883,WROTE
UV185,28,WROTE
DY566,107,WROTE
EG092,350,WROTE
PN121,112,WROTE
LP961,1422,WROTE
OE837,3293,WROTE
FM680,3861,WROTE
ET738,4077,WROTE
CM221,4835,WROTE
GH572,2793,WROTE
QN420,2849,WROTE
DX546,3180,WROTE
LP961,3410,WROTE
AI186,3501,WROTE
ER267,3794,WROTE
ER267,1322,WROTE
JI223,4752,WROTE
AY360,4164,WROTE
LC708,1579,WROTE
KE304,2535,WROTE
NQ228,2717,WROTE
TF836,1241,WROTE
TI502,1446,WROTE
UG099,423,WROTE
UN313,637,WROTE
GY227,668,WROTE
IU348,985,WROTE
TX494,1128,WROTE
UV380,3308,WROTE
HY451,3485,WROTE
QO801,4845,WROTE
WR609,1660,WROTE
UQ170,2339,WROTE
AY360,2734,WROTE
UD950,3090,WROTE
MU442,3617,WROTE
QO801,1131,WROTE
OE837,1431,WROTE
UV380,177,WROTE
FN752,216,WROTE
VO839,457,WROTE
TP845,545,WROTE
FN752,735,WROTE
GH572,753,WROTE
HB552,1016,WROTE
RG949,3118,WROTE
DV187,3689,WROTE
ZP972,2583,WROTE
AY360,2018,WROTE
ZX420,3602,WROTE
GS970,4353,WROTE
QN420,549,WROTE
JJ935,793,WROTE
LV223,1113,WROTE
UC855,1129,WROTE
FB602,4646,WROTE
JJ935,3621,WROTE
XS276,2428,WROTE
PK065,635,WROTE
NQ516,1045,WROTE
MW797,1486,WROTE
DR567,3461,WROTE
TX494,3469,WROTE
UD654,4084,WROTE
AG377,4315,WROTE
HF081,1815,WROTE
TM772,2462,WROTE
RN037,2783,WROTE
JI223,1740,WROTE
TI502,2048,WROTE
ET738,2329,WROTE
FB602,2571,WROTE
CK028,888,WROTE
XS276,990,WROTE
JO498,3007,WROTE
EO425,3681,WROTE
FB602,1889,WROTE
TX494,2769,WROTE
LV223,4468,WROTE
XW166,4717,WROTE
ET738,654,WROTE
UQ126,2147,WROTE
FB602,2480,WROTE
UD950,3413,WROTE
BE531,4162,WROTE
LT787,4883,WROTE
UC855,4759,WROTE
HY451,718,WROTE
QO801,464,WROTE
TI502,687,WROTE
TK597,1705,WROTE
VO839,2646,WROTE
TI502,2716,WROTE
NB002,3224,WROTE
BN567,3540,WROTE
VO839,3671,WROTE
GH572,4098,WROTE
PN121,3442,WROTE
NB019,3960,WROTE
ZX420,1481,WROTE
DV187,4800,WROTE
MT817,953,WROTE
CM221,1500,WROTE
UD654,3272,WROTE
NN992,3995,WROTE
UD950,3532,WROTE
TK597,3633,WROTE
PN121,3898,WROTE
ZA627,4285,WROTE
US789,227,WROTE
FN752,402,WROTE
WQ694,920,WROTE
ZY562,1190,WROTE
MW797,1334,WROTE
TM772,1356,WROTE
GS970,2839,WROTE
DY566,1661,WROTE
NB002,2253,WROTE
FN752,3447,WROTE
GY227,3492,WROTE
KE304,1390,WROTE
UV185,863,WROTE
RG949,2402,WROTE
NZ483,2411,WROTE
ZY562,2900,WROTE
SO908,4760,WROTE
RG949,3074,WROTE
LC708,3654,WROTE
NQ516,3941,WROTE
UQ126,4117,WROTE
BE531,3048,WROTE
NB019,3249,WROTE
UQ170,3414,WROTE
YQ009,3488,WROTE
EO425,3605,WROTE
QO801,3719,WROTE
ZA627,3781,WROTE
DR567,4003,WROTE
GY227,4113,WROTE
DR567,4284,WROTE
NN992,1833,WROTE
TX494,2454,WROTE
GV152,2498,WROTE
NB019,2878,WROTE
FR076,390,WROTE
UV185,853,WROTE
CB552,3054,WROTE
UD950,3636,WROTE
JI223,4080,WROTE
NB019,4309,WROTE
FN752,2263,WROTE
MU442,2640,WROTE
FR076,2661,WROTE
JI223,2963,WROTE
ET738,3056,WROTE
WT163,3674,WROTE
JO498,3837,WROTE
UC855,4240,WROTE
ZY562,269,WROTE
NQ228,451,WROTE
NN992,1242,WROTE
VO839,1472,WROTE
UV380,4665,WROTE
FS045,4686,WROTE
MT817,3365,WROTE
DV187,4095,WROTE
ET738,4165,WROTE
NN992,2606,WROTE
WQ694,2873,WROTE
JJ935,3034,WROTE
CM221,4242,WROTE
XW166,4444,WROTE
GY227,4478,WROTE
WR609,4617,WROTE
GY227,964,WROTE
NQ228,1040,WROTE
US789,434,WROTE
NB002,805,WROTE
FR131,3176,WROTE
MU442,3760,WROTE
FB602,2330,WROTE
TK597,4477,WROTE
UA828,4941,WROTE
JO498,4945,WROTE
QC191,3400,WROTE
TF836,3423,WROTE
GV152,377,WROTE
TZ806,701,WROTE
VO839,185,WROTE
UQ170,429,WROTE
GU953,486,WROTE
WT163,4872,WROTE
MX294,4936,WROTE
AY360,1939,WROTE
CB552,2192,WROTE
QN420,2273,WROTE
KE304,2614,WROTE
TR797,1154,WROTE
DV187,4036,WROTE
ZY562,3076,WROTE
TX494,4104,WROTE
FS045,4114,WROTE
SO908,4414,WROTE
WR609,325,WROTE
RN037,482,WROTE
UQ170,1235,WROTE
CK028,1498,WROTE
WR609,2816,WROTE
TZ806,4574,WROTE
FN752,4734,WROTE
ZY562,4739,WROTE
SO908,4754,WROTE
TI502,3281,WROTE
MW797,3964,WROTE
CB552,1620,WROTE
FN752,1793,WROTE
TK597,2205,WROTE
UX720,2229,WROTE
DV187,2838,WROTE
WT163,4990,WROTE
DV187,5,WROTE
FN752,4011,WROTE
AI186,4251,WROTE
PU637,4277,WROTE
QN420,3851,WROTE
MU442,3889,WROTE
XD471,4742,WROTE
UQ170,4758,WROTE
LV223,162,WROTE
TP845,259,WROTE
LP961,632,WROTE
EO425,231,WROTE
UA828,449,WROTE
GS970,3138,WROTE
MU442,3644,WROTE
ZP972,4810,WROTE
MT817,4861,WROTE
GY227,4714,WROTE
YQ009,4949,WROTE
ZA627,369,WROTE
TZ806,2581,WROTE
TX494,3641,WROTE
LC708,3720,WROTE
UV380,4126,WROTE
ZY562,4428,WROTE
LV223,3971,WROTE
HF081,477,WROTE
VO839,652,WROTE
YQ009,589,WROTE
AY360,1068,WROTE
EG092,1413,WROTE
HB552,1485,WROTE
VW282,3158,WROTE
TR797,4227,WROTE
FS045,1650,WROTE
UC855,2631,WROTE
ER267,1874,WROTE
JJ935,4746,WROTE
OI217,4999,WROTE
UA828,4626,WROTE
ET738,2248,WROTE
UN313,2553,WROTE
AG377,2813,WROTE
HB552,903,WROTE
CB552,1410,WROTE
DR567,3810,WROTE
UD654,3799,WROTE
MT817,4255,WROTE
BE531,4401,WROTE
VW282,1942,WROTE
DY566,2037,WROTE
UG099,2843,WROTE
JO498,1115,WROTE
OI217,18,WROTE
IU348,884,WROTE
OZ845,1207,WROTE
ET738,3238,WROTE
ET738,4984,WROTE
GY227,1665,WROTE
UQ126,2740,WROTE
XW166,4334,WROTE
LC708,445,WROTE
ZP972,4871,WROTE
ER267,4529,WROTE
UD950,4814,WROTE
JI223,3089,WROTE
CK028,1523,WROTE
TI502,2213,WROTE
VO839,1037,WROTE
MU442,1467,WROTE
JI223,619,WROTE
JI223,757,WROTE
IU348,829,WROTE
DV187,3712,WROTE
MW797,1907,WROTE
OI217,2569,WROTE
RG949,2610,WROTE
TJ349,1914,WROTE
UN313,1946,WROTE
DR567,2742,WROTE
SO908,522,WROTE
ZA627,819,WROTE
GU953,3441,WROTE
LP961,4226,WROTE
ES731,4262,WROTE
ZA627,1644,WROTE
NB019,544,WROTE
UD654,800,WROTE
FR076,1071,WROTE
DX546,271,WROTE
GV152,1213,WROTE
HF081,3167,WROTE
UD950,3354,WROTE
XW166,3753,WROTE
HY451,4562,WROTE
BN567,2245,WROTE
TR797,2429,WROTE
HF081,2609,WROTE
DY566,2650,WROTE
FM680,2228,WROTE
PK065,2259,WROTE
UX720,2944,WROTE
PU637,3047,WROTE
TJ349,3778,WROTE
OV175,1258,WROTE
ZY562,1259,WROTE
ID078,290,WROTE
PK065,343,WROTE
UV380,422,WROTE
PN121,1195,WROTE
UV380,3321,WROTE
GV152,3577,WROTE
JJ935,2286,WROTE
LV223,2679,WROTE
HB552,4772,WROTE
TZ806,4947,WROTE
HY451,3629,WROTE
UV380,3800,WROTE
MW797,3906,WROTE
ID078,3912,WROTE
LP961,171,WROTE
TZ806,396,WROTE
LC708,31,WROTE
DV187,245,WROTE
TR797,588,WROTE
CB552,1054,WROTE
NB019,1441,WROTE
NN992,3558,WROTE
UC855,3684,WROTE
UA828,4207,WROTE
UX720,4885,WROTE
ZA627,2541,WROTE
VW282,3297,WROTE
TI502,336,WROTE
NN992,1341,WROTE
FM680,4856,WROTE
PN121,1626,WROTE
GY227,2304,WROTE
UV380,68,WROTE
LP961,546,WROTE
HY451,152,WROTE
GY227,980,WROTE
GU953,1099,WROTE
BE531,1141,WROTE
AI186,155,WROTE
OI217,192,WROTE
IU348,4780,WROTE
UQ170,3132,WROTE
LC708,3220,WROTE
NQ228,3304,WROTE
QN420,4430,WROTE
RN037,4744,WROTE
TX494,1033,WROTE
FS045,1752,WROTE
ZY562,2680,WROTE
SO908,2812,WROTE
OI217,2918,WROTE
TI502,3264,WROTE
UV185,3274,WROTE
EG092,3395,WROTE
FR076,849,WROTE
EG092,905,WROTE
WQ694,1346,WROTE
FN752,1514,WROTE
MX294,308,WROTE
UV380,1595,WROTE
FR076,1856,WROTE
OE837,4837,WROTE
LV223,2207,WROTE
US789,142,WROTE
VW282,1389,WROTE
XW166,4305,WROTE
YQ009,4378,WROTE
US789,2266,WROTE
GY227,2819,WROTE
DY566,115,WROTE
RN037,1055,WROTE
LT787,1433,WROTE
ET738,113,WROTE
HB552,661,WROTE
GU953,1489,WROTE
WQ694,1506,WROTE
ET738,3008,WROTE
ES731,3867,WROTE
ET738,4298,WROTE
BE531,4697,WROTE
WQ694,2296,WROTE
ZY562,2328,WROTE
AI186,2434,WROTE
BE531,2641,WROTE
CM221,2190,WROTE
MU442,2907,WROTE
NQ516,3216,WROTE
XD471,3579,WROTE
UX720,4232,WROTE
HF081,4421,WROTE
JI223,223,WROTE
ZY562,297,WROTE
FB602,1132,WROTE
UD950,4511,WROTE
LC708,4544,WROTE
LV223,2726,WROTE
QO801,128,WROTE
VW282,330,WROTE
UG099,711,WROTE
LP961,1018,WROTE
UN313,16,WROTE
TK597,1445,WROTE
UD654,4586,WROTE
DV187,3394,WROTE
ER267,4278,WROTE
EG092,2042,WROTE
FN752,1997,WROTE
RG949,2080,WROTE
GY227,4614,WROTE
BN567,4828,WROTE
NZ483,799,WROTE
JO978,1023,WROTE
DV187,4160,WROTE
FR076,4299,WROTE
GV152,3209,WROTE
GU953,4028,WROTE
ID078,1616,WROTE
KE304,2790,WROTE
ER267,1182,WROTE
TR797,1402,WROTE
UD654,4318,WROTE
FB602,1723,WROTE
UV185,2858,WROTE
NZ483,1588,WROTE
AI186,1608,WROTE
EG092,2398,WROTE
FN752,2474,WROTE
UD654,845,WROTE
OZ845,1070,WROTE
AY360,1223,WROTE
FN752,4667,WROTE
UG099,3962,WROTE
XS276,4185,WROTE
XD471,4344,WROTE
OE837,3073,WROTE
TX494,3135,WROTE
XW166,4173,WROTE
PN121,4286,WROTE
OZ845,1008,WROTE
MW797,1890,WROTE
TK597,2647,WROTE
ES731,2702,WROTE
MX294,4978,WROTE
TJ349,594,WROTE
TZ806,816,WROTE
TR797,3218,WROTE
PU637,3251,WROTE
TJ349,3342,WROTE
UA828,2198,WROTE
MX294,2748,WROTE
ZP972,2863,WROTE
NB002,2857,WROTE
TZ806,424,WROTE
FS045,444,WROTE
ES731,969,WROTE
TK597,1078,WROTE
TM772,70,WROTE
ER267,357,WROTE
EO425,1892,WROTE
WR609,2825,WROTE
UQ126,2927,WROTE
NZ483,3010,WROTE
QO801,3145,WROTE
XD471,733,WROTE
UG099,1716,WROTE
UA828,2062,WROTE
OZ845,1604,WROTE
UQ126,4769,WROTE
WR609,4921,WROTE
UV380,541,WROTE
AY360,869,WROTE
TK597,1312,WROTE
MU442,1679,WROTE
AG377,1858,WROTE
UA828,2161,WROTE
KT263,2226,WROTE
DY566,2313,WROTE
GU953,3450,WROTE
ZP972,4619,WROTE
GY227,4775,WROTE
VW282,1857,WROTE
MU442,1967,WROTE
LC708,1977,WROTE
QO801,2027,WROTE
TX494,2097,WROTE
GV152,2308,WROTE
QN420,2413,WROTE
CK028,2473,WROTE
PU637,2718,WROTE
OZ845,517,WROTE
LV223,706,WROTE
HY451,2975,WROTE
MW797,3358,WROTE
US789,1719,WROTE
GH572,1789,WROTE
WQ694,1,WROTE
DR567,664,WROTE
NN992,913,WROTE
GY227,1464,WROTE
ES731,69,WROTE
GY227,462,WROTE
MU442,628,WROTE
ZY562,1324,WROTE
VW282,3785,WROTE
DX546,4183,WROTE
QN420,1880,WROTE
UQ126,2468,WROTE
TK597,2279,WROTE
TZ806,2372,WROTE
GS970,2591,WROTE
ID078,488,WROTE
DV187,815,WROTE
JJ935,1473,WROTE
QN420,3620,WROTE
YQ009,458,WROTE
TM772,303,WROTE
ES731,456,WROTE
LC708,870,WROTE
GV152,1201,WROTE
GH572,1245,WROTE
WR609,1257,WROTE
CK028,1760,WROTE
LT787,1877,WROTE
OI217,2595,WROTE
GY227,2917,WROTE
QC191,4505,WROTE
BE531,3825,WROTE
BN567,4031,WROTE
EG092,3057,WROTE
NQ516,1652,WROTE
FM680,2077,WROTE
DX546,4860,WROTE
ZY562,4675,WROTE
HY451,4805,WROTE
HY451,535,WROTE
JI223,1047,WROTE
TM772,2433,WROTE
TK597,1685,WROTE
FN752,2896,WROTE
CM221,4575,WROTE
DX546,1155,WROTE
LT787,601,WROTE
ZP972,851,WROTE
HY451,1750,WROTE
GV152,1843,WROTE
TP845,2782,WROTE
FM680,3282,WROTE
OV175,3368,WROTE
VO839,3808,WROTE
OE837,4598,WROTE
TZ806,4827,WROTE
UQ170,4863,WROTE
ZY562,2652,WROTE
YQ009,440,WROTE
UX720,543,WROTE
NB002,1103,WROTE
HY451,1250,WROTE
MW797,3957,WROTE
UX720,4212,WROTE
ZX420,3226,WROTE
RG949,4057,WROTE
TK597,3235,WROTE
FR131,1573,WROTE
TJ349,4715,WROTE
CB552,4967,WROTE
FR076,907,WROTE
MT817,974,WROTE
WQ694,977,WROTE
JO498,1125,WROTE
LP961,1386,WROTE
OI217,1635,WROTE
XW166,1845,WROTE
BE531,2256,WROTE
AG377,2526,WROTE
QO801,3055,WROTE
XW166,3219,WROTE
LT787,3283,WROTE
UG099,1862,WROTE
FN752,1912,WROTE
UD950,2002,WROTE
UQ126,2722,WROTE
AG377,2781,WROTE
RG949,633,WROTE
PU637,971,WROTE
NQ228,1330,WROTE
QC191,3792,WROTE
UA828,4355,WROTE
ES731,4379,WROTE
AG377,4818,WROTE
US789,4855,WROTE
OZ845,4903,WROTE
XD471,2643,WROTE
JJ935,3986,WROTE
LV223,991,WROTE
ZP972,1136,WROTE
UC855,1206,WROTE
AG377,2593,WROTE
ZP972,1639,WROTE
HY451,2688,WROTE
DX546,3289,WROTE
TP845,3551,WROTE
DY566,3584,WROTE
FS045,3887,WROTE
VW282,4091,WROTE
FM680,4815,WROTE
UN313,184,WROTE
HB552,833,WROTE
ZX420,1384,WROTE
QN420,20,WROTE
JI223,206,WROTE
MT817,4034,WROTE
OI217,1981,WROTE
CB552,2234,WROTE
AI186,4709,WROTE
PK065,4728,WROTE
MU442,3174,WROTE
JO498,3285,WROTE
UX720,4176,WROTE
VO839,64,WROTE
TK597,428,WROTE
ES731,1080,WROTE
UN313,2596,WROTE
HY451,2710,WROTE
NQ516,2961,WROTE
SO908,3144,WROTE
AG377,3398,WROTE
NB019,4605,WROTE
TP845,420,WROTE
LP961,765,WROTE
ZA627,3040,WROTE
ID078,1655,WROTE
GV152,2714,WROTE
UQ170,4566,WROTE
DY566,4647,WROTE
AG377,4500,WROTE
WR609,4656,WROTE
JO498,4884,WROTE
NZ483,4946,WROTE
LC708,4991,WROTE
LC708,4021,WROTE
QO801,804,WROTE
VW282,856,WROTE
OE837,1411,WROTE
WT163,1638,WROTE
LV223,1641,WROTE
QN420,2869,WROTE
TP845,2888,WROTE
MU442,2101,WROTE
PU637,2211,WROTE
TK597,4546,WROTE
MW797,860,WROTE
PU637,921,WROTE
EG092,1210,WROTE
TX494,527,WROTE
WR609,890,WROTE
TP845,973,WROTE
XD471,2720,WROTE
UQ170,2801,WROTE
OI217,2817,WROTE
NB002,2846,WROTE
AG377,3740,WROTE
ZP972,3776,WROTE
NZ483,4022,WROTE
ZP972,2076,WROTE
GV152,214,WROTE
FS045,295,WROTE
UD654,1187,WROTE
MU442,4469,WROTE
UQ126,4836,WROTE
EO425,1831,WROTE
ZY562,2815,WROTE
TX494,1361,WROTE
TI502,1369,WROTE
TJ349,249,WROTE
UG099,823,WROTE
OZ845,891,WROTE
US789,3966,WROTE
KE304,1792,WROTE
NN992,1852,WROTE
DY566,110,WROTE
JO498,3152,WROTE
RN037,4166,WROTE
NN992,4370,WROTE
JO978,3677,WROTE
OI217,4243,WROTE
JO498,2291,WROTE
UX720,1226,WROTE
EO425,502,WROTE
TM772,507,WROTE
PK065,707,WROTE
GV152,1440,WROTE
ES731,4476,WROTE
PK065,1694,WROTE
KE304,1950,WROTE
TM772,2212,WROTE
TF836,2335,WROTE
HB552,2700,WROTE
HF081,556,WROTE
JO978,1101,WROTE
UD950,3835,WROTE
AY360,3269,WROTE
ZP972,3319,WROTE
GV152,3571,WROTE
ZX420,4132,WROTE
NB019,4405,WROTE
XW166,49,WROTE
DY566,236,WROTE
AG377,1189,WROTE
FR076,1609,WROTE
WT163,2654,WROTE
DX546,4722,WROTE
PK065,4518,WROTE
TZ806,272,WROTE
QO801,1041,WROTE
FN752,3096,WROTE
UN313,2370,WROTE
UX720,2416,WROTE
PU637,1576,WROTE
XD471,2477,WROTE
JO498,124,WROTE
NN992,441,WROTE
HY451,519,WROTE
CB552,4866,WROTE
VW282,931,WROTE
RG949,982,WROTE
XS276,2063,WROTE
GY227,2685,WROTE
GH572,2696,WROTE
FS045,2798,WROTE
UC855,4289,WROTE
ES731,3027,WROTE
ID078,4171,WROTE
WQ694,260,WROTE
WR609,468,WROTE
VO839,649,WROTE
TF836,854,WROTE
OI217,1203,WROTE
VW282,1216,WROTE
GU953,1437,WROTE
WT163,4569,WROTE
CB552,1525,WROTE
ZP972,2044,WROTE
DV187,2199,WROTE
UD654,2835,WROTE
LP961,1945,WROTE
MW797,2529,WROTE
JI223,2872,WROTE
HF081,10,WROTE
ZY562,342,WROTE
NB019,418,WROTE
UV185,1799,WROTE
EG092,3072,WROTE
LV223,4267,WROTE
JJ935,3619,WROTE
UA828,4194,WROTE
MX294,4295,WROTE
VO839,2318,WROTE
RN037,2530,WROTE
ZY562,2642,WROTE
WT163,351,WROTE
NQ516,1496,WROTE
GY227,4737,WROTE
UD654,2167,WROTE
CM221,2367,WROTE
FM680,3225,WROTE
MX294,3425,WROTE
ER267,3841,WROTE
HY451,3903,WROTE
MW797,4161,WROTE
LP961,9,WROTE
XD471,78,WROTE
CM221,873,WROTE
MU442,1050,WROTE
VW282,1451,WROTE
PN121,2430,WROTE
UV380,3181,WROTE
NB019,3221,WROTE
LV223,3380,WROTE
LV223,4170,WROTE
FS045,4261,WROTE
OI217,604,WROTE
QN420,679,WROTE
HY451,1036,WROTE
NB002,1715,WROTE
TF836,1787,WROTE
LV223,2424,WROTE
JI223,2534,WROTE
LV223,1887,WROTE
LV223,2964,WROTE
TI502,3230,WROTE
EG092,3847,WROTE
TR797,3899,WROTE
NQ228,3908,WROTE
GH572,4579,WROTE
QO801,180,WROTE
GS970,310,WROTE
PU637,608,WROTE
PU637,3893,WROTE
WR609,4324,WROTE
NN992,4331,WROTE
LT787,1597,WROTE
HY451,2847,WROTE
NN992,2938,WROTE
YQ009,4959,WROTE
ET738,3383,WROTE
FR131,147,WROTE
WR609,968,WROTE
TR797,1772,WROTE
WT163,2332,WROTE
PK065,2587,WROTE
KT263,2666,WROTE
TP845,2810,WROTE
DR567,3678,WROTE
UN313,1298,WROTE
QN420,620,WROTE
NN992,2216,WROTE
ZA627,3109,WROTE
WT163,3256,WROTE
FB602,3926,WROTE
US789,3946,WROTE
NQ228,4026,WROTE
UV185,4140,WROTE
ID078,4146,WROTE
ER267,4300,WROTE
UG099,4438,WROTE
NB002,2996,WROTE
PU637,3133,WROTE
NB002,1605,WROTE
FR131,1667,WROTE
UQ126,2183,WROTE
DY566,841,WROTE
AY360,929,WROTE
IU348,1106,WROTE
GH572,1315,WROTE
MU442,3328,WROTE
ZP972,4144,WROTE
